image_path,image_name,label,folder
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2060570691.jpg,2060570691.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029129273.jpg,2029129273.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/10058361_10058364.jpg,10058361_10058364.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2043246073.jpg,2043246073.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1013025.jpg,1013025.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021614005.jpg,2021614005.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021327414_7415.jpg,2021327414_7415.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2075567953.jpg,2075567953.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/50028588.jpg,50028588.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2030020255.jpg,2030020255.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/71221273.jpg,71221273.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/03563613.jpg,03563613.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/10226038.jpg,10226038.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/71432730.jpg,71432730.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2072237168.jpg,2072237168.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2028838727_2028838729.jpg,2028838727_2028838729.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/71206341.jpg,71206341.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2024024233.jpg,2024024233.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/71826079.jpg,71826079.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029237593.jpg,2029237593.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029240096.jpg,2029240096.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2031018769.jpg,2031018769.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2041238248.jpg,2041238248.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/81071627_1629.jpg,81071627_1629.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1003722129.jpg,1003722129.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029180090.jpg,2029180090.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/87927212.jpg,87927212.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2065354661.jpg,2065354661.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2024267699.jpg,2024267699.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2065023135.jpg,2065023135.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2062432446.jpg,2062432446.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2025990305.jpg,2025990305.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/91783075.jpg,91783075.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/10093110.jpg,10093110.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/03016778.jpg,03016778.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/71369508.jpg,71369508.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2080475741.jpg,2080475741.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2028980117.jpg,2028980117.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2023163743.jpg,2023163743.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021528870.jpg,2021528870.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2072150072.jpg,2072150072.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2063603124.jpg,2063603124.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1003403894_1003403895.jpg,1003403894_1003403895.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2084568423.jpg,2084568423.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/60438302.jpg,60438302.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2028919119.jpg,2028919119.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2037023038.jpg,2037023038.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2031367558.jpg,2031367558.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2505475748.jpg,2505475748.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1003286334.jpg,1003286334.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/84422713.jpg,84422713.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2501268920-a.jpg,2501268920-a.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1004867378.jpg,1004867378.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1003188772.jpg,1003188772.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2051800478.jpg,2051800478.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/85651109.jpg,85651109.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/91985231-a_91985231.jpg,91985231-a_91985231.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/13525267.jpg,13525267.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2501658355.jpg,2501658355.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2076140545.jpg,2076140545.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/88025410.jpg,88025410.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029204890.jpg,2029204890.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/0000248859.jpg,0000248859.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2505334571.jpg,2505334571.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2030195129.jpg,2030195129.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2041767269.jpg,2041767269.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/10221596_10221597.jpg,10221596_10221597.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/82857902.jpg,82857902.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021655168.jpg,2021655168.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/87732150.jpg,87732150.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/12963987.jpg,12963987.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2072571651.jpg,2072571651.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/88025179.jpg,88025179.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2067474399.jpg,2067474399.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2023192377.jpg,2023192377.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/50054229.jpg,50054229.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/03662678.jpg,03662678.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2070393585.jpg,2070393585.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2073425843.jpg,2073425843.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029160542.jpg,2029160542.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2071191029.jpg,2071191029.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/89091669.jpg,89091669.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2077122151.jpg,2077122151.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2074231764.jpg,2074231764.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2045518260.jpg,2045518260.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2060540658.jpg,2060540658.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029157248.jpg,2029157248.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2063710424.jpg,2063710424.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/03590690.jpg,03590690.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/80405450.jpg,80405450.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/80191212_80191213.jpg,80191212_80191213.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2025325000.jpg,2025325000.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/01404111.jpg,01404111.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2071722490.jpg,2071722490.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2505291689.jpg,2505291689.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2024255591.jpg,2024255591.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2028826508.jpg,2028826508.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/89313371.jpg,89313371.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2028897672.jpg,2028897672.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/00093561.jpg,00093561.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2028984183.jpg,2028984183.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1000240946.jpg,1000240946.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1005111374.jpg,1005111374.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2048150028.jpg,2048150028.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2012517041.jpg,2012517041.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2030105137.jpg,2030105137.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2028747856.jpg,2028747856.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2070386760.jpg,2070386760.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/87705667.jpg,87705667.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2030053173.jpg,2030053173.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2063181986.jpg,2063181986.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2501639006.jpg,2501639006.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2072489111.jpg,2072489111.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2048858141.jpg,2048858141.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021387400_7401.jpg,2021387400_7401.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2072821881.jpg,2072821881.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2020247638.jpg,2020247638.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2067623583.jpg,2067623583.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2059196199.jpg,2059196199.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2020102257.jpg,2020102257.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2062055279.jpg,2062055279.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021204574.jpg,2021204574.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2070159121.jpg,2070159121.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/03023805.jpg,03023805.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2083927405.jpg,2083927405.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/03016504.jpg,03016504.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/89774046a.jpg,89774046a.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2073440248.jpg,2073440248.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/50488503-8503.jpg,50488503-8503.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2082206330.jpg,2082206330.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2024407772.jpg,2024407772.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2030714615.jpg,2030714615.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2064984702.jpg,2064984702.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2071226076.jpg,2071226076.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021500947.jpg,2021500947.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/0000007194.jpg,0000007194.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2030323138.jpg,2030323138.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2023162754.jpg,2023162754.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029026171.jpg,2029026171.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2022245046.jpg,2022245046.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2074784438.jpg,2074784438.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2022916569.jpg,2022916569.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2082693424a.jpg,2082693424a.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2020155279.jpg,2020155279.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/85605325.jpg,85605325.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2085052974.jpg,2085052974.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1002465404.jpg,1002465404.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/71460901.jpg,71460901.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/11282478.jpg,11282478.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2025319413.jpg,2025319413.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/0000002770.jpg,0000002770.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029146130.jpg,2029146130.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2085234526.jpg,2085234526.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2026092254.jpg,2026092254.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/11278338.jpg,11278338.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/0000016248.jpg,0000016248.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2050364687.jpg,2050364687.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2023682165.jpg,2023682165.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/10080510.jpg,10080510.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/0000642640.jpg,0000642640.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1005127604_1005127605.jpg,1005127604_1005127605.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/1000261527.jpg,1000261527.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/0000628923.jpg,0000628923.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/10384492.jpg,10384492.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2021546486.jpg,2021546486.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2072037683.jpg,2072037683.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2045207751.jpg,2045207751.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2074551872.jpg,2074551872.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2080605718_5718a.jpg,2080605718_5718a.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2064803045.jpg,2064803045.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/12882100.jpg,12882100.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029183905.jpg,2029183905.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/10106776.jpg,10106776.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2075949750.jpg,2075949750.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2029157407.jpg,2029157407.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Note/2030353547.jpg,2030353547.jpg,Note,Note
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2065340716.jpg,2065340716.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2505154716.jpg,2505154716.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2040972331.jpg,2040972331.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2063643759_3768.jpg,2063643759_3768.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2025441799.jpg,2025441799.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2073087305.jpg,2073087305.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2075714490.jpg,2075714490.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2505146266.jpg,2505146266.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/517171219_517171220.jpg,517171219_517171220.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2084116356.jpg,2084116356.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2501762327.jpg,2501762327.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2051163935.jpg,2051163935.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2051243678.jpg,2051243678.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2076160631.jpg,2076160631.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2028675690.jpg,2028675690.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2083862805.jpg,2083862805.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2076451948.jpg,2076451948.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/503488470_503488473.jpg,503488470_503488473.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2030372552.jpg,2030372552.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2083849128.jpg,2083849128.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/92662989.jpg,92662989.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2078252008.jpg,2078252008.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2040772930.jpg,2040772930.jpg,Form,Form
/Users/mashrafirahman/Documents/E2E_OCR_Project/Data/Dataset/Form/2043491170.jpg,2043491170.jpg,Form,Form
